Date,Close,Open,High,Low,%change,%rate
3/3/2021,1.2062,1.2091,1.2113,1.2042,-0.0022,-0.22
4/3/2021,1.1966,1.2063,1.2068,1.1961,-0.008,-0.8
5/3/2021,1.1917,1.1968,1.1978,1.1894,-0.0041,-0.41
8/3/2021,1.1843,1.1922,1.1933,1.1844,-0.0062,-0.62
9/3/2021,1.1898,1.1847,1.1917,1.1835,0.0046,0.46
10/3/2021,1.1925,1.19,1.1931,1.1868,0.0023,0.23
11/3/2021,1.1984,1.1928,1.199,1.1916,0.0049,0.49
12/3/2021,1.1952,1.1983,1.199,1.191,-0.0027,-0.27
15/03/2021,1.1928,1.1952,1.1968,1.1911,-0.002,-0.2
16/03/2021,1.19,1.1929,1.1953,1.1882,-0.0023,-0.23
17/03/2021,1.1978,1.1906,1.1986,1.1885,0.0066,0.66
18/03/2021,1.1915,1.1979,1.199,1.1906,-0.0053,-0.53
19/03/2021,1.1903,1.1915,1.1939,1.1874,-0.001,-0.1
22/03/2021,1.1931,1.1899,1.1947,1.1871,0.0024,0.24
23/03/2021,1.1849,1.1935,1.1941,1.1841,-0.0069,-0.69
24/03/2021,1.1812,1.1851,1.1854,1.1809,-0.0031,-0.31
25/03/2021,1.1764,1.1813,1.1829,1.1761,-0.0041,-0.41
26/03/2021,1.1796,1.1763,1.1805,1.1763,0.0027,0.27
29/03/2021,1.1762,1.1795,1.1797,1.176,-0.0029,-0.29
30/03/2021,1.1714,1.1764,1.1774,1.1711,-0.0041,-0.41
31/03/2021,1.1728,1.1716,1.176,1.1703,0.0012,0.12
1/4/2021,1.1775,1.1731,1.1781,1.1712,0.004,0.4
2/4/2021,1.1762,1.1777,1.1788,1.1748,-0.0011,-0.11
5/4/2021,1.1811,1.1761,1.182,1.1738,0.0042,0.42
6/4/2021,1.1875,1.1814,1.1878,1.1795,0.0054,0.54
7/4/2021,1.187,1.1875,1.1916,1.1861,-0.0004,-0.04
8/4/2021,1.1912,1.1867,1.1928,1.1861,0.0035,0.35
9/4/2021,1.1896,1.1913,1.1921,1.1867,-0.0013,-0.13
12/4/2021,1.1909,1.1891,1.192,1.187,0.0011,0.11
13/04/2021,1.1946,1.1911,1.1956,1.1878,0.0031,0.31
14/04/2021,1.1978,1.1948,1.1988,1.1947,0.0027,0.27
15/04/2021,1.1965,1.198,1.1995,1.1955,-0.0011,-0.11
16/04/2021,1.1983,1.1967,1.1996,1.195,0.0015,0.15
19/04/2021,1.2033,1.1984,1.2049,1.1942,0.0042,0.42
20/04/2021,1.2033,1.2036,1.2081,1.2022,0,0
21/04/2021,1.2033,1.2037,1.2045,1.1998,0,0
22/04/2021,1.2015,1.2035,1.207,1.1993,-0.0015,-0.15
23/04/2021,1.2099,1.2015,1.21,1.2012,0.007,0.7
26/04/2021,1.2083,1.2093,1.2118,1.2061,-0.0013,-0.13
27/04/2021,1.209,1.2086,1.2093,1.2056,0.0006,0.06
28/04/2021,1.2123,1.2091,1.2135,1.2055,0.0027,0.27
29/04/2021,1.2118,1.2126,1.215,1.2102,-0.0004,-0.04
30/04/2021,1.2018,1.2116,1.2127,1.2016,-0.0083,-0.83
3/5/2021,1.2061,1.2031,1.2076,1.2012,0.0036,0.36
4/5/2021,1.2013,1.2064,1.2066,1.1998,-0.004,-0.4
5/5/2021,1.2005,1.2013,1.2027,1.1985,-0.0007,-0.07
6/5/2021,1.2064,1.2005,1.2072,1.1992,0.0049,0.49
7/5/2021,1.2163,1.2066,1.2172,1.2053,0.0082,0.82
10/5/2021,1.2129,1.2161,1.2178,1.2127,-0.0028,-0.28
11/5/2021,1.2146,1.2129,1.2182,1.2122,0.0014,0.14
12/5/2021,1.2069,1.2148,1.2153,1.2065,-0.0063,-0.63
13/05/2021,1.2078,1.2073,1.2108,1.205,0.0007,0.07
14/05/2021,1.214,1.208,1.215,1.207,0.0051,0.51
17/05/2021,1.2151,1.214,1.217,1.2126,0.0009,0.09
18/05/2021,1.222,1.2153,1.2234,1.2151,0.0057,0.57
19/05/2021,1.2172,1.2222,1.2246,1.216,-0.0039,-0.39
20/05/2021,1.2226,1.2171,1.223,1.2169,0.0044,0.44
21/05/2021,1.2231,1.2226,1.2239,1.2224,0.0004,0.04
