Date,Close,Open,High,Low
28/08/2017,1.1979,1.1926,1.1985,1.1917
29/08/2017,1.1972,1.1978,1.2069,1.1944
30/08/2017,1.1883,1.1974,1.1986,1.1881
31/08/2017,1.191,1.1884,1.1914,1.1823
1/9/2017,1.1859,1.1911,1.1981,1.185
4/9/2017,1.1896,1.1858,1.1923,1.1853
5/9/2017,1.1914,1.1896,1.1941,1.1868
6/9/2017,1.1917,1.1914,1.1951,1.1903
7/9/2017,1.2023,1.1917,1.2061,1.1914
8/9/2017,1.2035,1.2024,1.2094,1.2016
11/9/2017,1.1953,1.2041,1.2041,1.1948
12/9/2017,1.1967,1.1953,1.198,1.1926
13/09/2017,1.1886,1.1968,1.1996,1.1873
14/09/2017,1.1919,1.1884,1.1922,1.1837
15/09/2017,1.1943,1.1919,1.1988,1.1901
18/09/2017,1.1954,1.1949,1.1971,1.1915
19/09/2017,1.1994,1.1955,1.2008,1.195
20/09/2017,1.1893,1.1994,1.2033,1.1862
21/09/2017,1.1941,1.1894,1.1955,1.1866
22/09/2017,1.1954,1.1942,1.2006,1.1937
25/09/2017,1.1848,1.1953,1.1962,1.1833
26/09/2017,1.1793,1.1848,1.1863,1.1758
27/09/2017,1.1744,1.1793,1.1797,1.1717
28/09/2017,1.1786,1.1746,1.1805,1.1721
29/09/2017,1.1814,1.1787,1.1834,1.1773
2/10/2017,1.1732,1.1818,1.1818,1.173
3/10/2017,1.1744,1.1733,1.1775,1.1696
4/10/2017,1.1759,1.1742,1.1789,1.1734
5/10/2017,1.1711,1.1758,1.178,1.1698
6/10/2017,1.1734,1.171,1.1739,1.1668
9/10/2017,1.174,1.1728,1.1757,1.1717
10/10/2017,1.1806,1.1738,1.1825,1.1738
11/10/2017,1.1859,1.1808,1.1871,1.1795
12/10/2017,1.1831,1.1862,1.1881,1.1827
13/10/2017,1.1823,1.1829,1.1875,1.1804
16/10/2017,1.1797,1.1825,1.1827,1.178
17/10/2017,1.1766,1.1797,1.1801,1.1734
18/10/2017,1.1787,1.1764,1.1806,1.173
19/10/2017,1.1852,1.1788,1.186,1.1768
20/10/2017,1.1785,1.1853,1.1859,1.1763
23/10/2017,1.1749,1.1773,1.1779,1.1725
24/10/2017,1.1761,1.1749,1.1794,1.1743
25/10/2017,1.1813,1.176,1.1819,1.1752
26/10/2017,1.165,1.1812,1.1837,1.1639
27/10/2017,1.161,1.165,1.1659,1.1575
30/10/2017,1.1651,1.1603,1.166,1.1594
31/10/2017,1.1646,1.1651,1.1663,1.1625
1/11/2017,1.1619,1.1646,1.1659,1.1607
2/11/2017,1.1658,1.1619,1.1689,1.1613
3/11/2017,1.1609,1.166,1.1692,1.1599
6/11/2017,1.161,1.1609,1.1625,1.1579
7/11/2017,1.1587,1.161,1.1618,1.1553
8/11/2017,1.1595,1.1587,1.1612,1.1578
9/11/2017,1.1642,1.1596,1.1657,1.1586
10/11/2017,1.1665,1.1642,1.168,1.1623
13/11/2017,1.1667,1.1666,1.1677,1.1638
14/11/2017,1.1798,1.1667,1.1807,1.166
15/11/2017,1.1792,1.1797,1.1861,1.1784
16/11/2017,1.177,1.1792,1.1802,1.1756
17/11/2017,1.1795,1.1771,1.1823,1.1766
20/11/2017,1.1732,1.1789,1.1808,1.1721
21/11/2017,1.1738,1.1732,1.1759,1.1713
22/11/2017,1.1822,1.1738,1.1829,1.1733
23/11/2017,1.1852,1.1822,1.1856,1.1812
